,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
73,"Thu, Nov 10, 2016",8:00p,Chicago Bulls,98,Miami Heat,95,Box Score,,19600,
74,"Thu, Nov 10, 2016",8:00p,New Orleans Pelicans,112,Milwaukee Bucks,106,Box Score,,12159,
75,"Thu, Nov 10, 2016",9:00p,Golden State Warriors,125,Denver Nuggets,101,Box Score,,17569,
76,"Thu, Nov 10, 2016",10:30p,Los Angeles Lakers,101,Sacramento Kings,91,Box Score,,17608,
77,"Fri, Nov 11, 2016",7:00p,Toronto Raptors,113,Charlotte Hornets,111,Box Score,,18107,
78,"Fri, Nov 11, 2016",7:00p,Utah Jazz,87,Orlando Magic,74,Box Score,,18846,
79,"Fri, Nov 11, 2016",7:00p,Indiana Pacers,105,Philadelphia 76ers,109,Box Score,OT,17643,
80,"Fri, Nov 11, 2016",7:00p,Cleveland Cavaliers,105,Washington Wizards,94,Box Score,,20356,
81,"Fri, Nov 11, 2016",7:30p,New York Knicks,87,Boston Celtics,115,Box Score,,18624,
82,"Fri, Nov 11, 2016",8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,108,Box Score,,18203,
83,"Fri, Nov 11, 2016",8:30p,Detroit Pistons,86,San Antonio Spurs,96,Box Score,,18418,
84,"Fri, Nov 11, 2016",10:00p,Sacramento Kings,120,Portland Trail Blazers,122,Box Score,OT,19918,
85,"Sat, Nov 12, 2016",7:00p,Boston Celtics,105,Indiana Pacers,99,Box Score,,17923,
86,"Sat, Nov 12, 2016",7:00p,Los Angeles Lakers,126,New Orleans Pelicans,99,Box Score,,17138,
87,"Sat, Nov 12, 2016",7:30p,Philadelphia 76ers,96,Atlanta Hawks,117,Box Score,,17399,
88,"Sat, Nov 12, 2016",7:30p,New York Knicks,107,Toronto Raptors,118,Box Score,,19800,
89,"Sat, Nov 12, 2016",8:00p,Washington Wizards,95,Chicago Bulls,106,Box Score,,21962,
90,"Sat, Nov 12, 2016",8:00p,San Antonio Spurs,106,Houston Rockets,100,Box Score,,18055,
91,"Sat, Nov 12, 2016",8:00p,Utah Jazz,102,Miami Heat,91,Box Score,,19600,
92,"Sat, Nov 12, 2016",8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,105,Box Score,,14494,
93,"Sat, Nov 12, 2016",8:30p,Memphis Grizzlies,96,Milwaukee Bucks,106,Box Score,,14327,
94,"Sat, Nov 12, 2016",9:00p,Detroit Pistons,106,Denver Nuggets,95,Box Score,,13997,
95,"Sat, Nov 12, 2016",9:00p,Brooklyn Nets,122,Phoenix Suns,104,Box Score,,17126,
96,"Sun, Nov 13, 2016",3:30p,Charlotte Hornets,93,Cleveland Cavaliers,100,Box Score,,20562,
97,"Sun, Nov 13, 2016",7:00p,Los Angeles Lakers,99,Minnesota Timberwolves,125,Box Score,,14432,
98,"Sun, Nov 13, 2016",7:00p,Orlando Magic,119,Oklahoma City Thunder,117,Box Score,,18203,
99,"Sun, Nov 13, 2016",8:00p,Phoenix Suns,120,Golden State Warriors,133,Box Score,,19596,
100,"Sun, Nov 13, 2016",9:00p,Denver Nuggets,105,Portland Trail Blazers,112,Box Score,,19362,
101,"Mon, Nov 14, 2016",7:00p,Orlando Magic,69,Indiana Pacers,88,Box Score,,14825,
102,"Mon, Nov 14, 2016",7:30p,Oklahoma City Thunder,88,Detroit Pistons,104,Box Score,,14172,
103,"Mon, Nov 14, 2016",7:30p,Dallas Mavericks,77,New York Knicks,93,Box Score,,19812,
104,"Mon, Nov 14, 2016",8:00p,Philadelphia 76ers,88,Houston Rockets,115,Box Score,,13183,
105,"Mon, Nov 14, 2016",8:00p,Boston Celtics,105,New Orleans Pelicans,106,Box Score,,15001,
106,"Mon, Nov 14, 2016",8:30p,Miami Heat,90,San Antonio Spurs,94,Box Score,,18418,
107,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
108,"Mon, Nov 14, 2016",9:00p,Memphis Grizzlies,102,Utah Jazz,96,Box Score,,18176,
109,"Mon, Nov 14, 2016",10:30p,Brooklyn Nets,95,Los Angeles Clippers,127,Box Score,,19060,
110,"Tue, Nov 15, 2016",7:00p,Toronto Raptors,117,Cleveland Cavaliers,121,Box Score,,20562,
111,"Tue, Nov 15, 2016",7:30p,Atlanta Hawks,93,Miami Heat,90,Box Score,,19600,
112,"Tue, Nov 15, 2016",8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,Box Score,,10349,
113,"Tue, Nov 15, 2016",10:00p,Chicago Bulls,113,Portland Trail Blazers,88,Box Score,,19393,
114,"Tue, Nov 15, 2016",10:30p,Brooklyn Nets,118,Los Angeles Lakers,125,Box Score,,18426,
115,"Wed, Nov 16, 2016",7:00p,Cleveland Cavaliers,93,Indiana Pacers,103,Box Score,,17022,
116,"Wed, Nov 16, 2016",7:00p,New Orleans Pelicans,82,Orlando Magic,89,Box Score,,16127,
117,"Wed, Nov 16, 2016",7:00p,Washington Wizards,102,Philadelphia 76ers,109,Box Score,,14863,
118,"Wed, Nov 16, 2016",7:30p,Milwaukee Bucks,100,Atlanta Hawks,107,Box Score,,14656,
119,"Wed, Nov 16, 2016",7:30p,Dallas Mavericks,83,Boston Celtics,90,Box Score,,18624,
120,"Wed, Nov 16, 2016",7:30p,Detroit Pistons,102,New York Knicks,105,Box Score,,19812,
121,"Wed, Nov 16, 2016",8:00p,Houston Rockets,103,Oklahoma City Thunder,105,Box Score,,18203,
122,"Wed, Nov 16, 2016",8:00p,Golden State Warriors,127,Toronto Raptors,121,Box Score,,21050,
123,"Wed, Nov 16, 2016",9:00p,Phoenix Suns,104,Denver Nuggets,120,Box Score,,10247,
124,"Wed, Nov 16, 2016",10:30p,Memphis Grizzlies,111,Los Angeles Clippers,107,Box Score,,19060,
125,"Wed, Nov 16, 2016",10:30p,San Antonio Spurs,110,Sacramento Kings,105,Box Score,,17608,
126,"Thu, Nov 17, 2016",7:00p,New York Knicks,112,Washington Wizards,119,Box Score,,16704,
127,"Thu, Nov 17, 2016",7:30p,Milwaukee Bucks,73,Miami Heat,96,Box Score,,19600,
128,"Thu, Nov 17, 2016",8:00p,Portland Trail Blazers,109,Houston Rockets,126,Box Score,,15550,
129,"Thu, Nov 17, 2016",8:00p,Philadelphia 76ers,86,Minnesota Timberwolves,110,Box Score,,16866,
130,"Thu, Nov 17, 2016",10:30p,Chicago Bulls,85,Utah Jazz,77,Box Score,,19911,
131,"Fri, Nov 18, 2016",7:00p,Atlanta Hawks,96,Charlotte Hornets,100,Box Score,,17989,
132,"Fri, Nov 18, 2016",7:00p,Phoenix Suns,116,Indiana Pacers,96,Box Score,,16780,
133,"Fri, Nov 18, 2016",7:30p,Detroit Pistons,81,Cleveland Cavaliers,104,Box Score,,20562,
134,"Fri, Nov 18, 2016",8:00p,Golden State Warriors,104,Boston Celtics,88,Box Score,,18624,
135,"Fri, Nov 18, 2016",8:00p,Portland Trail Blazers,101,New Orleans Pelicans,113,Box Score,,15552,
136,"Fri, Nov 18, 2016",8:00p,Brooklyn Nets,105,Oklahoma City Thunder,124,Box Score,,18203,
137,"Fri, Nov 18, 2016",8:30p,Memphis Grizzlies,80,Dallas Mavericks,64,Box Score,,19715,
138,"Fri, Nov 18, 2016",9:00p,Toronto Raptors,113,Denver Nuggets,111,Box Score,OT,12476,
139,"Fri, Nov 18, 2016",10:30p,San Antonio Spurs,116,Los Angeles Lakers,107,Box Score,,18997,
140,"Fri, Nov 18, 2016",10:30p,Los Angeles Clippers,121,Sacramento Kings,115,Box Score,,17608,
141,"Sat, Nov 19, 2016",5:00p,Utah Jazz,102,Houston Rockets,111,Box Score,,14760,
142,"Sat, Nov 19, 2016",7:00p,Boston Celtics,94,Detroit Pistons,92,Box Score,,16107,
143,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
144,"Sat, Nov 19, 2016",7:00p,Charlotte Hornets,116,New Orleans Pelicans,121,Box Score,OT,15739,
145,"Sat, Nov 19, 2016",7:00p,Dallas Mavericks,87,Orlando Magic,95,Box Score,,18846,
146,"Sat, Nov 19, 2016",7:00p,Miami Heat,114,Washington Wizards,111,Box Score,,15848,
147,"Sat, Nov 19, 2016",7:30p,Phoenix Suns,105,Philadelphia 76ers,120,Box Score,,18125,
148,"Sat, Nov 19, 2016",8:00p,Minnesota Timberwolves,71,Memphis Grizzlies,93,Box Score,,17112,
149,"Sat, Nov 19, 2016",8:30p,Golden State Warriors,124,Milwaukee Bucks,121,Box Score,,18717,
150,"Sat, Nov 19, 2016",10:30p,Chicago Bulls,95,Los Angeles Clippers,102,Box Score,,19060,
151,"Sun, Nov 20, 2016",12:00p,Atlanta Hawks,94,New York Knicks,104,Box Score,,19812,
152,"Sun, Nov 20, 2016",3:30p,Portland Trail Blazers,129,Brooklyn Nets,109,Box Score,,16608,
153,"Sun, Nov 20, 2016",7:00p,Indiana Pacers,115,Oklahoma City Thunder,111,Box Score,OT,18203,
154,"Sun, Nov 20, 2016",9:00p,Utah Jazz,91,Denver Nuggets,105,Box Score,,12565,
155,"Sun, Nov 20, 2016",9:00p,Toronto Raptors,99,Sacramento Kings,102,Box Score,,17608,
156,"Sun, Nov 20, 2016",9:30p,Chicago Bulls,118,Los Angeles Lakers,110,Box Score,,18997,
157,"Mon, Nov 21, 2016",7:00p,Memphis Grizzlies,105,Charlotte Hornets,90,Box Score,,14181,
158,"Mon, Nov 21, 2016",7:00p,Golden State Warriors,120,Indiana Pacers,83,Box Score,,17923,
159,"Mon, Nov 21, 2016",7:00p,Miami Heat,94,Philadelphia 76ers,101,Box Score,,16477,
160,"Mon, Nov 21, 2016",7:00p,Phoenix Suns,101,Washington Wizards,106,Box Score,,12790,
161,"Mon, Nov 21, 2016",7:30p,Houston Rockets,99,Detroit Pistons,96,Box Score,,13632,
162,"Mon, Nov 21, 2016",8:00p,Orlando Magic,89,Milwaukee Bucks,93,Box Score,,12306,
163,"Mon, Nov 21, 2016",8:00p,Boston Celtics,99,Minnesota Timberwolves,93,Box Score,,13167,
164,"Mon, Nov 21, 2016",8:30p,Dallas Mavericks,91,San Antonio Spurs,96,Box Score,,18418,
165,"Mon, Nov 21, 2016",10:30p,Toronto Raptors,115,Los Angeles Clippers,123,Box Score,,19060,
166,"Tue, Nov 22, 2016",7:30p,New Orleans Pelicans,112,Atlanta Hawks,94,Box Score,,19120,
167,"Tue, Nov 22, 2016",7:30p,Portland Trail Blazers,103,New York Knicks,107,Box Score,,19812,
168,"Tue, Nov 22, 2016",9:00p,Chicago Bulls,107,Denver Nuggets,110,Box Score,,14328,
169,"Tue, Nov 22, 2016",10:30p,Oklahoma City Thunder,109,Los Angeles Lakers,111,Box Score,,18997,
170,"Wed, Nov 23, 2016",7:00p,San Antonio Spurs,119,Charlotte Hornets,114,Box Score,,18515,
171,"Wed, Nov 23, 2016",7:00p,Portland Trail Blazers,125,Cleveland Cavaliers,137,Box Score,,20562,
172,"Wed, Nov 23, 2016",7:00p,Atlanta Hawks,96,Indiana Pacers,85,Box Score,,16032,
173,"Wed, Nov 23, 2016",7:00p,Phoenix Suns,92,Orlando Magic,87,Box Score,,17069,
174,"Wed, Nov 23, 2016",7:00p,Memphis Grizzlies,104,Philadelphia 76ers,99,Box Score,2OT,15880,
175,"Wed, Nov 23, 2016",7:30p,Boston Celtics,111,Brooklyn Nets,92,Box Score,,16210,
176,"Wed, Nov 23, 2016",7:30p,Miami Heat,84,Detroit Pistons,107,Box Score,,14520,
177,"Wed, Nov 23, 2016",8:00p,Toronto Raptors,115,Houston Rockets,102,Box Score,,18055,
178,"Wed, Nov 23, 2016",8:30p,Los Angeles Clippers,124,Dallas Mavericks,104,Box Score,,20042,
179,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
180,"Wed, Nov 23, 2016",9:00p,Denver Nuggets,83,Utah Jazz,108,Box Score,,19229,
181,"Wed, Nov 23, 2016",9:30p,Minnesota Timberwolves,96,New Orleans Pelicans,117,Box Score,,15555,
182,"Wed, Nov 23, 2016",10:30p,Los Angeles Lakers,106,Golden State Warriors,149,Box Score,,19596,
183,"Wed, Nov 23, 2016",10:30p,Oklahoma City Thunder,101,Sacramento Kings,116,Box Score,,17608,
184,"Fri, Nov 25, 2016",1:00p,San Antonio Spurs,109,Boston Celtics,103,Box Score,,18624,
185,"Fri, Nov 25, 2016",7:00p,Washington Wizards,94,Orlando Magic,91,Box Score,,17103,
186,"Fri, Nov 25, 2016",7:30p,Dallas Mavericks,90,Cleveland Cavaliers,128,Box Score,,20562,
187,"Fri, Nov 25, 2016",7:30p,Los Angeles Clippers,97,Detroit Pistons,108,Box Score,,17023,
188,"Fri, Nov 25, 2016",7:30p,Charlotte Hornets,111,New York Knicks,113,Box Score,OT,19812,
189,"Fri, Nov 25, 2016",7:30p,Chicago Bulls,105,Philadelphia 76ers,89,Box Score,,18234,
190,"Fri, Nov 25, 2016",8:00p,Brooklyn Nets,97,Indiana Pacers,118,Box Score,,16083,
191,"Fri, Nov 25, 2016",8:00p,Miami Heat,90,Memphis Grizzlies,81,Box Score,,17222,
192,"Fri, Nov 25, 2016",8:00p,Toronto Raptors,105,Milwaukee Bucks,99,Box Score,,16223,
193,"Fri, Nov 25, 2016",8:00p,Atlanta Hawks,68,Utah Jazz,95,Box Score,,19911,
194,"Fri, Nov 25, 2016",9:00p,Oklahoma City Thunder,132,Denver Nuggets,129,Box Score,OT,14327,
195,"Fri, Nov 25, 2016",9:00p,Minnesota Timberwolves,98,Phoenix Suns,85,Box Score,,16728,
196,"Fri, Nov 25, 2016",10:00p,New Orleans Pelicans,104,Portland Trail Blazers,119,Box Score,,19393,
197,"Fri, Nov 25, 2016",10:30p,Golden State Warriors,109,Los Angeles Lakers,85,Box Score,,18997,
198,"Fri, Nov 25, 2016",10:30p,Houston Rockets,117,Sacramento Kings,104,Box Score,,17608,
199,"Sat, Nov 26, 2016",7:00p,New York Knicks,102,Charlotte Hornets,107,Box Score,,19195,
200,"Sat, Nov 26, 2016",7:00p,San Antonio Spurs,112,Washington Wizards,100,Box Score,,17066,
201,"Sat, Nov 26, 2016",8:00p,Memphis Grizzlies,110,Miami Heat,107,Box Score,,19600,
202,"Sat, Nov 26, 2016",8:00p,Detroit Pistons,88,Oklahoma City Thunder,106,Box Score,,18203,
203,"Sat, Nov 26, 2016",10:30p,Minnesota Timberwolves,102,Golden State Warriors,115,Box Score,,19596,
